No,Kategori,"Kode Produk","Nama Produk",Lokasi,Deskripsi,"Harga Pokok","Harga Jual","Harga Grosir","Minimal Grosir",Stok,"Stok Jumlah",Dijual,Online,Satuan,"Nama Satuan",Varian,"Nama Varian","Harga Online","Harga Online Sebelum Promo","Berat (Gram)",Diskon,"Limit Stok"
1502,Paku,48006478,"Paku Beton Hitam 1,5 (KOTAK)",,,4500,10000,10000,0,Ya,5,Ya,Tidak,0,,0,,10000,,,0,0
1503,Paku,14506764,"Paku Beton Hitam 2 (ECER)",,,1450,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1504,Paku,47003625,"Paku Beton Hitam 2 (KOTAK)",,,5443,12000,12000,0,Ya,28,Ya,Tidak,0,,0,,12000,,,0,0
1505,Paku,14501275,"Paku Beton Hitam 2,5 (ECER)",,,1450,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1506,Paku,56006545,"Paku Beton Hitam 2,5 (KOTAK)",,,6102,13000,13000,0,Ya,38,Ya,Tidak,0,,0,,13000,,,0,0
1507,Paku,14507110,"Paku Beton Hitam 3 (ECER)",,,1450,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1508,Paku,132504479,"Paku Beton Hitam 3 (KOTAK)",,,13250,21000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1509,Paku,14508449,"Paku Beton Hitam 4 (ECER)",,,1450,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1510,Paku,190001253,"Paku Beton Hitam 4 (KOTAK)",,,19000,24000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1511,Paku,14501160,"Paku Beton PUTIH",,,900,5000,5000,0,Tidak,,Ya,Tidak,0,,1,"1 inc @Ecer",5000,,,0,0
1512,Paku,165002452,"Paku Beton Putih 1 (KOTAK) SJT",,,16500,24000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1513,Paku,165008582,"Paku Beton Putih 1,5 (KOTAK)  SJT",,,16500,24000,0,0,Ya,7,Ya,Tidak,0,,0,,0,,,0,0
1514,Paku,16500942,"Paku Beton Putih 2 (KOTAK)  SJT",,,16500,24000,0,0,Ya,8,Ya,Tidak,0,,0,,0,,,0,0
1515,Paku,165008021,"Paku Beton Putih 2,5 (KOTAK)  SJT",,,16500,24000,0,0,Ya,5,Ya,Tidak,0,,0,,0,,,0,0
1516,Paku,165003769,"Paku Beton Putih 3 (KOTAK)  SJT",,,17750,24000,24000,0,Ya,10,Ya,Tidak,0,,0,,24000,,,0,0
1517,Paku,165003333,"Paku Beton Putih 4 (KOTAK)  SJT",,,16500,24000,0,0,Ya,5,Ya,Tidak,0,,0,,0,,,0,0
1518,Paku,81285754,"Paku Beton Putih PKU 1",,,8128,18000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1519,Paku,81289447,"Paku Beton Putih PKU 1,5",,,8128,18000,0,0,Ya,10,Ya,Tidak,0,,0,,0,,,0,0
1520,Paku,81284143,"Paku Beton Putih PKU 2",,,8128,18000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1521,Paku,81288276,"Paku Beton Putih PKU 2,5",,,8128,18000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1522,Paku,81287276,"Paku Beton Putih PKU 3",,,8128,18000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1523,Paku,81281041,"Paku Beton Putih PKU 4",,,8128,18000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1524,Paku,,"PAKU BETON PUTIH SJT",,,18556,26000,26000,0,Ya,9,Ya,Ya,0,,1,"1 INC",26000,,,0,0
1525,Paku,15009340,"Paku GRC (ECER)",,,2200,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1526,Paku,130002628,"Paku GRC AP Biru",,,13000,23000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1527,Paku,127503252,"Paku GRC LIGARTO PT (KOTAK)",,,12750,23000,23000,0,Tidak,,Ya,Tidak,0,,0,,23000,,,0,0
1528,Paku,,"Paku GRC VPR",,,8750,22000,22000,0,Ya,21,Ya,Ya,0,,1,N,22000,,,0,0
1529,Paku,4350005585,"Paku Keris 1 Inc",,,18125,24000,24000,0,Tidak,,Ya,Tidak,0,,0,,24000,,,0,0
1530,Paku,4195006944,"Paku Keris 1,5 Inc",,,17479,23000,23000,0,Tidak,,Ya,Tidak,0,,0,,23000,,,0,0
1531,Paku,3995005721,"Paku Keris 2 Inc",,,16645,22000,22000,0,Tidak,,Ya,Tidak,0,,0,,22000,,,0,0
1532,Paku,3995006055,"Paku Keris 2,5 Inc",,,16645,22000,22000,0,Tidak,,Ya,Tidak,0,,0,,22000,,,0,0
1533,Paku,3995003819,"Paku Keris 3 Inc",,,16645,22000,22000,0,Tidak,,Ya,Tidak,0,,0,,22000,,,0,0
1534,Paku,3995006550,"Paku Keris 3,5 Inc",,,16645,22000,22000,0,Tidak,,Ya,Tidak,0,,0,,22000,,,0,0
1535,Paku,3995006781,"Paku Keris 4 Inc",,,16645,22000,22000,0,Tidak,,Ya,Tidak,0,,0,,22000,,,0,0
1536,Paku,3995009816,"Paku Keris 5 Inc",,,16645,22000,22000,0,Tidak,,Ya,Tidak,0,,0,,22000,,,0,0
1537,Paku,1190004009,"Paku Pjg 1 Inc (DUS) 8KG",,,113867,160000,160000,0,Ya,8,Ya,Tidak,0,,0,,160000,,,0,0
1538,Paku,1180007516,"Paku Pjg 1,5 Inc (DUS) 8KG",,,101300,150000,150000,0,Ya,12,Ya,Tidak,0,,0,,150000,,,0,0
1539,Paku,1040001102,"Paku Pjg 2 Inc (DUS) 8KG",,,96300,145000,145000,0,Ya,11,Ya,Tidak,0,,0,,145000,,,0,0
1540,Paku,1040001193,"Paku Pjg 2,5 Inc (DUS) 8KG",,,98439,145000,145000,0,Ya,18,Ya,Tidak,0,,0,,145000,,,0,0
1541,Paku,1040004244,"Paku Pjg 3 Inc (DUS) 8KG",,,99385,145000,0,0,Ya,13,Ya,Tidak,0,,0,,0,,,0,0
1542,Paku,1040001823,"Paku Pjg 3,5 Inc (DUS) 8KG",,,104000,145000,145000,0,Ya,0,Ya,Tidak,0,,0,,145000,,,0,0
1543,Paku,1040001656,"Paku Pjg 4 Inc (DUS) 8KG",,,100700,145000,0,0,Ya,14,Ya,Tidak,0,,0,,0,,,0,0
1544,Paku,1040001214,"Paku Pjg 5 Inc (DUS) 8KG",,,104000,145000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
1545,Paku,17502140,"Paku Rivet (ECER) Besar @649",,"Isi 14 Merk masaki",1750,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1546,Paku,1750698,"Paku Rivet (ECER) Kecil @435",,"Isi 30 Merk masaki",1750,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1547,Paku,17506885,"Paku Rivet (ECER) Sedang @550",,"Isi 19 Merk SBS",1600,5000,5000,0,Ya,7,Ya,Tidak,0,,0,,5000,,,0,0
1548,Paku,700009405,"Paku Rivet MASAKI 435 (KOTAK)",,,70000,105000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1549,Paku,600001344,"Paku Rivet MASAKI 550 (KOTAK)",,,60000,95000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1550,Paku,800005102,"Paku Rivet MASAKI 649 (KOTAK)",,,80000,115000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1551,Paku,6506930,"Paku Robano (KOTAK)",,,650,2000,0,0,Ya,27,Ya,Tidak,0,,0,,0,,,0,0
1552,Paku,143754557,"PAKU SENG",,,14082,25000,25000,0,Ya,148.04,Ya,Tidak,1,KOTAK,0,@kotak,25000,,,0,0
1553,Paku,193752356,"Paku Seng Asbes",,,17500,30000,30000,0,Ya,0,Ya,Tidak,0,,1,@kotak,30000,,,0,0
1554,Paku,,"Paku seng asbes PKU",,,13835,25000,25000,0,Ya,66,Ya,Ya,0,,0,,25000,,,0,0
1555,Paku,1900007039,"Pintu KM Aluminium KR",,,190000,295000,295000,0,Ya,3,Ya,Tidak,0,,0,,295000,,,0,0
1556,"Penlux 100cc",9000527,"PENLUX VERNIS 100CC",,,9833,15000,15000,0,Ya,0,Ya,Tidak,0,,0,,15000,,,0,0
1557,PILOX,,"PILOX BLACK 102",,,19299,30000,30000,0,Ya,7,Ya,Ya,0,,0,,30000,,,0,0
1558,PILOX,,"PILOX MATT BLACK 102A",,,19299,30000,30000,0,Ya,3,Ya,Ya,0,,0,,30000,,,0,0
1559,PILOX,,"PILOX WHITE 101",,,19299,30000,30000,0,Ya,4,Ya,Ya,0,,0,,30000,,,0,0
1560,"Pipa Ceylon",490005516,"CEYLON AW 2 INC",,,49000,70000,70000,0,Ya,5.25,Ya,Tidak,0,,1,Btg,70000,,,0,0
1561,"Pipa Ceylon",800003112,"CEYLON AW 2,5 INC",,,80000,105000,105000,0,Ya,2,Ya,Tidak,0,,1,Btg,105000,,,0,0
1562,"Pipa Ceylon",950004417,"CEYLON AW 3 INC",,,95000,135000,135000,0,Ya,0,Ya,Tidak,0,,0,,135000,,,0,0
1563,"Pipa Ceylon",1590004792,"CEYLON AW 4 INC",,,159000,205000,205000,0,Ya,2,Ya,Tidak,0,,1,Btg,205000,,,0,0
1564,"Pipa Listrik",81001577,"PIPA LISTRIK",,,6250,10000,10000,0,Ya,6,Ya,Tidak,0,,1,KUNING,10000,,,0,0
1565,"Pipa Listrik",83264769,"Pipa Listrik POWER",,,8326,12000,12000,0,Ya,0,Ya,Tidak,0,,0,,12000,,,0,0
1566,"Pipa Monster",,"HERKULON D 1,5 INC",,,17686,50000,50000,0,Ya,19.5,Ya,Ya,0,,0,,50000,,,0,0
1567,"Pipa Monster",310001606,"HERKULON D 2 INC",,,24974,60000,60000,0,Ya,18.5,Ya,Tidak,0,,0,AND/AJP,60000,,,0,0
1568,"Pipa Monster",410002426,"HERKULON D 2,5 INC",,,33107,75000,75000,0,Ya,24.25,Ya,Tidak,0,,0,HRKLN,75000,,,0,0
1569,"Pipa Monster",49000669,"HERKULON D 3 INC",,,38951,83000,83000,0,Ya,19.75,Ya,Tidak,1,"1 BTG",0,MSTR/JGR,83000,,,0,0
1570,"Pipa Monster",750002819,"HERKULON D 4 INC",,,68164,110000,110000,0,Ya,21.5,Ya,Tidak,0,,0,MSTR,110000,,,0,0
1571,"Pipa Monster",250009027,"MONSTER ABU 2 INC",,,25000,45000,0,0,Ya,14.75,Ya,Tidak,0,,0,,0,,,0,0
1572,"Pipa Monster",270007254,"MONSTER ABU 2,5 INC",,,27000,50000,0,0,Ya,11.25,Ya,Tidak,0,,0,,0,,,0,0
1573,"Pipa Monster",28500727,"MONSTER ABU 3 INC",,,28500,55000,55000,0,Ya,0.75,Ya,Tidak,0,,0,,55000,,,0,0
1574,"Pipa Power",5770126,"POWER AW 1 INC",,,40037,63000,63000,0,Ya,8,Ya,Tidak,1,Btg,0,Btg,63000,,,0,0
1575,"Pipa Power",875329102,"POWER AW 1,5 INC",,,87532,105000,105000,0,Ya,5,Ya,Tidak,0,,1,O,105000,,,0,0
1576,"Pipa Power",233685061,"POWER AW 1/2 INC",,,23545,37000,37000,0,Ya,146.25,Ya,Tidak,1,Btg,0,,37000,,,0,0
1577,"Pipa Power",952851965,"POWER AW 2 INC",,,92819,131000,131000,0,Ya,5,Ya,Tidak,0,,0,,131000,,,0,0
1578,"Pipa Power",1389338641,"POWER AW 2,5 INC",,,137404,184000,184000,0,Ya,9,Ya,Tidak,0,,0,,184000,,,0,0
1579,"Pipa Power",2302063036,"POWER AW 3 INC",,,200279,247000,247000,0,Ya,5,Ya,Tidak,0,,0,,247000,,,0,0
1580,"Pipa Power",316947537,"POWER AW 3/4 INC",,,31261,47000,47000,0,Ya,49,Ya,Tidak,1,Btg,0,Btg,47000,,,0,0
1581,"Pipa Power",36249167,"POWER AW 4 INC",,,315937,405000,405000,0,Ya,5,Ya,Tidak,0,,0,,405000,,,0,0
1582,"Pipa Power",291985095,"POWER AW ABU 1/2 INC",,,30445,48000,48000,0,Ya,30,Ya,Tidak,0,,0,,48000,,,0,0
1583,"Pipa Power",352658633,"POWER AW ABU 3/4 INC",,,36715,55000,55000,0,Ya,25,Ya,Tidak,0,,0,,55000,,,0,0
1584,"Pipa Power",2700040,"POWER C 1 INC",,,27000,38000,38000,0,Ya,31,Ya,Tidak,0,,1,Btg,38000,,,0,0
1585,"Pipa Power",437318795,"POWER C 1,5 INC",,,43731,59000,59000,0,Ya,2,Ya,Tidak,0,,0,,59000,,,0,0
1586,"Pipa Power",,"Power C 1/2 @1 Meter",,,4125,10000,10000,0,Tidak,,Ya,Ya,0,,0,,10000,,,0,0
1587,"Pipa Power",16500331,"POWER C 1/2 INC",,,16500,25000,25000,0,Ya,76.25,Ya,Tidak,0,,0,,25000,,,0,0
1588,"Pipa Power",474075802,"POWER C 2 INC",,,47407,70000,0,0,Ya,3.5,Ya,Tidak,0,,0,,0,,,0,0
1589,"Pipa Power",60502104,"POWER C 2,5 INC",,,60502,89000,89000,0,Ya,0.5,Ya,Tidak,0,,0,,89000,,,0,0
1590,"Pipa Power",783521913,"POWER C 3 INC",,,78352,100000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1591,"Pipa Power",811969399,"POWER C 3 INC ABU",,,81196,105000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
1592,"Pipa Power",,"Power C 3/4 @1 Meter",,,6250,12000,12000,0,Tidak,,Ya,Ya,0,,0,,12000,,,0,0
1593,"Pipa Power",250006473,"POWER C 3/4 INC",,,25000,31000,31000,0,Ya,5,Ya,Tidak,0,,0,,31000,,,0,0
1594,"Pipa Power",1134442023,"POWER C 4 INC",,,113444,135000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1595,"Pipa Power",,"TALANG PETAK POWER",,,116291,135000,135000,0,Ya,0,Ya,Ya,0,,0,,135000,,,0,0
1596,"Pipa Quad",,"DELCOVIN 2,5 AW",,,73100,125000,125000,0,Ya,9.75,Ya,Ya,1,BTG,0,,125000,,,0,0
1597,"Pipa Quad",,"DELCOVIN 3 AW",,,105500,155000,155000,0,Ya,2.5,Ya,Ya,0,,0,,155000,,,0,0
1598,"Pipa Quad",,"DELCOVIN 4 AW",,,159300,235000,235000,0,Ya,18,Ya,Ya,0,,0,,235000,,,0,0
1599,"Pipa Quad",,"PIPA AERON AW 12 INC @4 MTR",,,1195500,1385000,1385000,0,Ya,0,Ya,Ya,0,,0,,1385000,,,0,0
1600,"Pipa Quad",,"QUAD AW 1 1/4 INC",,,48051,80000,80000,0,Ya,10,Ya,Ya,0,,0,,80000,,,0,0
1601,"Pipa Quad",290327857,"QUAD AW 1 INC",,,31757,55000,55000,0,Ya,26.25,Ya,Tidak,1,BTG,0,,55000,,,0,0
1602,"Pipa Quad",,"QUAD AW 1,5 INC",,,56082,90000,90000,0,Ya,7,Ya,Ya,0,,0,,90000,,,0,0
1603,"Pipa Quad",164123681,"QUAD AW 1/2 INC",,,17835,33000,33000,0,Ya,124,Ya,Tidak,1,Btg,0,,33000,,,0,0
1604,"Pipa Quad",69796113,"QUAD AW 2 INC",,"Pak son Rp 97.500",71649,113000,113000,0,Ya,25.25,Ya,Tidak,1,Btg,0,Btg,113000,,,0,0
1605,"Pipa Quad",1007253285,"QUAD AW 2,5 INC",,"Pak son Rp 134.000",102445,155000,155000,0,Ya,16.25,Ya,Tidak,0,,1,Btg,155000,,,0,0
1606,"Pipa Quad",140659338,"QUAD AW 3 INC",,"Pak son Rp 180.000",144414,208000,208000,0,Ya,5,Ya,Tidak,1,Btg,0,,208000,,,0,0
1607,"Pipa Quad",211247352,"QUAD AW 3/4 INC",,,24481,42000,42000,0,Ya,124.875,Ya,Tidak,1,Btg,0,,42000,,,0,0
1608,"Pipa Quad",2378886201,"QUAD AW 4 INC",,,241856,335000,335000,0,Ya,2,Ya,Tidak,0,,0,,335000,,,0,0
1609,"Pipa Quad",,"QUAD D 1 1/4 INC",,,29142,55000,55000,0,Ya,9.75,Ya,Ya,1,Btg,0,,55000,,,0,0
1610,"Pipa Quad",,"Quad D 1,5 inc",,,38946,60000,60000,0,Ya,16.25,Ya,Ya,1,Btg,0,Btg,60000,,,0,0
1611,"Pipa Quad",,"Quad D 2 inc",,"Pak son Rp 60.000",43619,75000,75000,0,Ya,12.475,Ya,Ya,1,Btg,0,,75000,,,0,0
1612,"Pipa Quad",,"Quad D 2,5 inc",,"Pak son Rp 79.000",59065,93000,93000,0,Ya,32.75,Ya,Ya,1,Btg,0,,93000,,,0,0
1613,"Pipa Quad",,"Quad D 3 inc",,"Pak son Rp 100.000",77984,115000,115000,0,Ya,29.75,Ya,Ya,1,"1 BTG",0,Btg,115000,,,0,0
1614,"Pipa Quad",,"Quad D 4 inc",,"Pak son Rp 153.000",122108,180000,180000,0,Ya,1.25,Ya,Ya,1,Btg,0,,180000,,,0,0
1615,"Pipa Rucika AW",447307441,"RUCIKA AW 1 INC",,,44730,60000,60000,0,Ya,2,Ya,Tidak,0,,1,Btg,60000,,,0,0
1616,"Pipa Rucika AW",175005673,"RUCIKA AW 1/2 INC",,,17500,35000,35000,0,Ya,0,Ya,Tidak,0,,0,,35000,,,0,0
1617,"Pipa Rucika AW",326705194,"RUCIKA AW 3/4 INC",,,32670,45000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
1618,"Platon 100cc",,"Platon 100cc Blue",,,8962,15000,15000,0,Ya,20,Ya,Ya,0,,0,,15000,,,0,0
1619,"Platon 100cc",8991892,"Platon 100cc Crystal mint",,,8962,15000,15000,0,Ya,25,Ya,Tidak,0,,0,,15000,,,0,0
1620,"Platon 100cc",89913654,"Platon 100cc Damar",,,8962,15000,15000,0,Ya,26,Ya,Tidak,0,,0,,15000,,,0,0
1621,"Platon 100cc",,"PLATON 100CC INTER ORANGE",,,8962,15000,15000,0,Ya,34,Ya,Ya,0,,0,,15000,,,0,0
1622,"Platon 100cc",89912819,"Platon 100cc SB",,,8962,15000,15000,0,Ya,37,Ya,Tidak,0,,0,,15000,,,0,0
1623,"Platon 100cc",89919737,"Platon 100cc Sunsine",,,8962,15000,15000,0,Ya,29,Ya,Tidak,0,,0,,15000,,,0,0
1624,"Platon 100cc",8991700,"Platon 100cc SW",,,8962,15000,15000,0,Ya,58,Ya,Tidak,0,,0,,15000,,,0,0
1625,"Platon 100cc",89913205,"Platon 100cc Vermilion",,,8962,15000,15000,0,Ya,23,Ya,Tidak,0,,0,,15000,,,0,0
1626,Pompa,135005531,"Pompa Aloy PDk",,,13500,30000,30000,0,Ya,1,Ya,Tidak,0,,0,,30000,,,0,0
1627,Pompa,185008783,"Pompa Aloy PJG",,,18500,35000,35000,0,Ya,6,Ya,Tidak,0,,0,,35000,,,0,0
1628,Pompa,,"POMPA KODAI AMPER",,,37500,55000,55000,0,Ya,0,Ya,Ya,0,,0,,55000,,,0,0
1629,Pompa,575005358,"Pompa Masaki Amper",,,57500,75000,75000,0,Ya,0,Ya,Tidak,0,,0,,75000,,,0,0
1630,Sekrup,1500722,"Sekrup Baja",,,1225,5000,5000,0,Tidak,,Ya,Tidak,0,,1,"3/4 @Ecer",5000,,,0,0
1631,Sekrup,315001639,"SEKRUP BAJA 1 INC",,,27332,45000,45000,0,Ya,10,Ya,Tidak,1,"1 KTK",0,,45000,,,0,0
1632,Sekrup,315004015,"Sekrup Baja 1,4 Inc (KOTAK)",,,31500,45000,45000,0,Ya,0,Tidak,Tidak,0,,0,,45000,,,0,0
1633,Sekrup,315003720,"Sekrup Baja 1,5 Inc (KOTAK)",,,28977,45000,45000,0,Ya,12,Ya,Tidak,0,,0,,45000,,,0,0
1634,Sekrup,,"Sekrup Baja 2 inc (KOTAK)",,,28833,50000,50000,0,Ya,1,Ya,Ya,0,,0,,50000,,,0,0
1635,Sekrup,315001160,"Sekrup Baja 3/4 Inc (KOTAK)",,,27478,45000,45000,0,Ya,11,Ya,Tidak,0,,0,,45000,,,0,0
1636,Sekrup,5500907,"Sekrup SJT 1/2 (KOTAK)",,,5686,10000,10000,0,Ya,32,Ya,Tidak,0,,0,,10000,,,0,0
1637,Sekrup,6750449,"Sekrup SJT 1x6 (KOTAK)",,,6750,13000,0,0,Ya,12,Ya,Tidak,0,,0,,0,,,0,0
1638,Sekrup,65002088,"Sekrup SJT 3/4 (KOTAK)",,"1 ktk isi = 99 pcs",6857,12000,12000,0,Ya,5,Ya,Tidak,0,,0,,12000,,,0,0
1639,Sekrup,62508392,"Sekrup SJT 5/8 (KOTAK)",,"Isi 1 ktk = 98 pcs",5850,11000,11000,0,Ya,9,Ya,Tidak,0,,0,,11000,,,0,0
1640,Selang,86459496,"Selang Benang 1 Inc (Ecer)",,,7884,13000,13000,0,Ya,108,Ya,Tidak,1,ECER,0,,13000,,,0,0
1641,Selang,1750004897,"Selang Benang 1/2 Inc (Roll)",,,3087,7000,7000,0,Ya,108,Ya,Tidak,1,ECER,0,,7000,,,0,0
1642,Selang,54346260,"Selang Benang 3/4",,,4982,9000,9000,0,Ya,238.5,Ya,Tidak,1,@Ecer,0,,9000,,,0,0
1643,Selang,2147002601,"Selang Benang 5/8 Inc (Roll)",,,3894,8000,8000,0,Ya,90.5,Ya,Tidak,1,ECER,0,,8000,,,0,0
1644,Selang,1976008967,"Selang Dop 1 Inc (ROLL)",,,179216,250000,250000,0,Ya,4,Ya,Tidak,0,,0,,250000,,,0,0
1645,Selang,85000398,"Selang Dop 1/2 Inc (ROLL)",,,65882,110000,110000,0,Ya,8,Ya,Tidak,0,,0,O,110000,,,0,0
1646,Selang,1496259482,"Selang Dop 3/4 Inc (ROLL)",,,132667,195000,195000,0,Ya,7,Ya,Tidak,0,,0,,195000,,,0,0
1647,Selang,1083001419,"Selang Dop 5/8 Inc (ROLL)",,,97470,150000,150000,0,Ya,4,Ya,Tidak,0,,0,,150000,,,0,0
1648,Selang,54004021,"Selang FUSO ELASTIS 1/2",,,4720,8000,8000,0,Ya,51,Ya,Tidak,1,@1M,0,,8000,,,0,0
1649,Selang,7200724,"Selang FUSO ELASTIS 3/4",,,7200,10000,10000,0,Ya,0,Ya,Tidak,1,@1M,0,,10000,,,0,0
1650,Selang,62006476,"Selang FUSO ELASTIS 5/8",,,6331,9000,9000,0,Ya,51,Ya,Tidak,1,@1M,0,,9000,,,0,0
1651,Selang,,"SELANG POWER 1/2",,,2607,7000,7000,0,Ya,90.5,Ya,Ya,1,ECER,0,,7000,,,0,0
1652,Selang,,"SELANG POWER 3/4",,,4850,9000,9000,0,Ya,0.5,Ya,Ya,1,ECER,0,,9000,,,0,0
1653,Selang,,"SELANG POWER 5/8",,,3824,8000,8000,0,Ya,112.75,Ya,Ya,1,ECER,0,,8000,,,0,0
1654,Selang,2060002740,"Selang Spiral 1",,,4120,7000,7000,0,Ya,22.5,Ya,Tidak,1,@ECER,0,,7000,,,0,0
1655,Selang,70824815,"Selang Spiral 1 1/4 CAS",,"Andi Yg bagus 326 per roll",7700,11000,11000,0,Ya,150,Ya,Tidak,1,"1 MTR",0,,11000,,,0,0
1656,Selang,3500003362,"Selang Spiral 1 1/4 WCB",,,6740,11000,11000,0,Ya,43.5,Ya,Tidak,1,"1 MTR",0,,11000,,,0,0
1657,Selang,15604450,"Selang Spiral 1/2 (ECER)",,,1560,4000,4000,0,Tidak,,Ya,Tidak,0,,0,,4000,,,0,0
1658,Selang,780001042,"Selang Spiral 1/2 (ROLL)",,,78000,120000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1659,Selang,28007894,"Selang Spiral 3/4 (ECER)",,,2800,6000,6000,0,Tidak,,Ya,Tidak,0,,0,,6000,,,0,0
1660,Selang,1400005227,"Selang Spiral 3/4 (ROLL)",,,140000,185000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1661,Selang,22409775,"Selang Spiral 5/8 (ECER)",,,2240,5000,5000,0,Tidak,,Ya,Tidak,0,,0,,5000,,,0,0
1662,Selang,112000626,"Selang Spiral 5/8 (ROLL)",,,112000,155000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
1663,Selang,950453,"Selang Timbang 1/4",,,962,2000,2000,0,Ya,12,Ya,Tidak,1,Ecer,0,,2000,,,0,0
1664,Selang,17208439,"Selang Timbang 3/8",,,1720,3000,3000,0,Ya,53.5,Ya,Tidak,1,"1 MTR",0,@ECER,3000,,,0,0
1665,"Seng Angsa",10850005257,"Seng Angsa Mas (KODI)",,,54250,58750,58750,0,Ya,0,Tidak,Tidak,0,,0,,58750,,,0,0
1666,"Seng Angsa",,"SENG ANGSA NSTR",,"Modal new Rp 860.000 x 10 kodi",48010,54000,54000,0,Ya,106,Ya,Ya,1,"1 LMB",0,,54000,,,0,0
1667,"Seng Angsa",,"SENG ASBES @DS",,,38250,43000,43000,0,Ya,0,Ya,Ya,1,ECER,0,,43000,,,0,0
1668,"Seng Angsa",,"SENG HITAM HOKAIDO",,,36500,50000,50000,0,Ya,123,Ya,Ya,1,"1 LBR",0,,50000,,,0,0
1669,"Seng Angsa",,"Seng Maroon Deli",,"Modal 760.000/kodi Ongkos 15.000/kodi",38750,47500,47500,0,Ya,0,Ya,Ya,0,,0,,47500,,,0,0
1670,"Seng Angsa",,"SENG MAROON HOKAIDO",,"Modal baru 705 + ongkos 15 Rp 720.000 25 kodi",40329,50000,50000,0,Ya,776,Ya,Ya,1,"@1 LBR",0,,50000,,,0,0
1671,"Seng Angsa",,"SENG MAROON MMR",,,37083,46000,46000,0,Ya,0,Ya,Ya,1,@Ecer,0,,46000,,,0,0
1672,"Seng Angsa",,"SENGPLAT METERAN. T90CM",,,22000,45000,45000,0,Ya,6.5,Ya,Ya,0,,0,,45000,,,0,0
1673,"Seng Crowswan",1450000699,"SENG CS 1 MAROON",,,64500,75000,75000,0,Ya,34,Ya,Tidak,1,@Ecer,0,,75000,,,0,0
1674,"Seng Gajah Berlian",,"SENG GAJAH BERLIAN MAROON",,+2,82167,90000,90000,0,Ya,127,Ya,Ya,1,"1 LMB",0,,90000,,,0,0
1675,"Seng Gajah Berlian",11650002951,"SENG GAJAH BERLIAN PTH",,"340 lembar stok di AK",58779,66000,66000,0,Ya,147,Ya,Tidak,1,"1 LMB",0,Tes,66000,,,0,0
1676,"Sparepart Motor",,"AIR AKI MERAH @1,5L",,,7083,10000,10000,0,Tidak,,Ya,Ya,0,,0,,10000,,,0,0
1677,"Sparepart Motor",,"Benen 14/250/275 MK",,,24800,30000,30000,0,Tidak,,Ya,Ya,0,,0,,30000,,,0,0
1678,"Sparepart Motor",,"Benen 14/275/300 LK",,,27800,33000,33000,0,Ya,11,Ya,Ya,0,,0,,33000,,,0,0
1679,"Sparepart Motor",,"Benen 17/250 MK",,,25800,30000,30000,0,Ya,3,Ya,Ya,0,,0,,30000,,,0,0
1680,"Sparepart Motor",,"Benen 17/250/275 LK",,,28000,33000,33000,0,Ya,9,Ya,Ya,0,,0,,33000,,,0,0
1681,"Sparepart Motor",,"Busi C7 NGK",,,16500,21000,21000,0,Tidak,,Ya,Ya,0,,0,,21000,,,0,0
1682,"Sparepart Motor",,"Busi denso C7",,,11500,16000,16000,0,Tidak,,Ya,Ya,0,,0,,16000,,,0,0
1683,"Sparepart Motor",,"Busi potong rumput",,,19500,24000,24000,0,Tidak,,Ya,Ya,0,,0,,24000,,,0,0
1684,"Sparepart Motor",,Mpx2,,,31250,40000,40000,0,Tidak,,Ya,Ya,0,,0,,40000,,,0,0
1685,"Sparepart Motor",,"Oli 2T Hijau",,,23750,28000,28000,0,Tidak,,Ya,Ya,0,,0,,28000,,,0,0
