No,Kategori,"Kode Produk","Nama Produk",Lokasi,Deskripsi,"Harga Pokok","Harga Jual","Harga Grosir","Minimal Grosir",Stok,"Stok Jumlah",Dijual,Online,Satuan,"Nama Satuan",Varian,"Nama Varian","Harga Online","Harga Online Sebelum Promo","Berat (Gram)",Diskon,"Limit Stok"
1,"Alat Listrik ",,"Amplas Roll HC no 240",,,5839,12000,12000,0,Ya,0,Ya,Ya,1,@1M,0,,12000,,,0,0
2,"Alat Listrik ",,"AVITEX PAIL SW @25kg",,"Modal subsidi 3L minyak Rp 37.500",708022,860000,860000,0,Ya,0,Ya,Ya,0,,0,,860000,,,0,0
3,"Alat Listrik ",,"Avitex wizz pail SW @25kg",,,579262,650000,650000,0,Ya,0,Ya,Ya,0,,0,,650000,,,0,0
4,"Alat Listrik ",,"BAUT SPANDEKS LION 2 INC",,,467,650,650,0,Ya,1150,Ya,Ya,1,PCS,0,,650,,,0,0
5,"Alat Listrik ",47507827,"Bola Pijar Besar 5W",,,4750,10000,0,0,Ya,4,Ya,Tidak,0,,0,,0,,,0,0
6,"Alat Listrik ",37502998,"Bola Pijar Kecil 5W",,,3750,7000,0,0,Ya,3,Ya,Tidak,0,,0,,0,,,0,0
7,"Alat Listrik ",,"Cok Cabang 3 VISALUX",,,4250,10000,10000,0,Ya,8,Ya,Tidak,0,,0,,10000,,,0,0
8,"Alat Listrik ",,"COK RAUN PIOLINE 2L-5M",,,20000,30000,30000,0,Ya,4,Ya,Ya,0,,0,,30000,,,0,0
9,"Alat Listrik ",1950020,"Cok Raun Pioline 3L-5M",,,20970,33000,33000,0,Ya,5,Ya,Tidak,0,,0,,33000,,,0,0
10,"Alat Listrik ",205009091,"Cok Raun Pioline 5L-5M",,,22961,38000,0,0,Ya,8,Ya,Tidak,0,,0,,0,,,0,0
11,"Alat Listrik ",,"Cok Raun Putar",,,22000,38000,38000,0,Ya,5,Ya,Ya,0,,0,,38000,,,0,0
12,"Alat Listrik ",245005742,"EcoKing 20W ",,,24500,35000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
13,"Alat Listrik ",,"Ecoking 20w otomatis",,,54000,75000,75000,0,Ya,0,Ya,Ya,0,,0,,75000,,,0,0
14,"Alat Listrik ",350007049,"EcoKing 30W",,,35000,45000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
15,"Alat Listrik ",500005561,"EcoKing 40W",,,50000,70000,70000,0,Ya,0,Ya,Tidak,0,,0,,70000,,,0,0
16,"Alat Listrik ",105008835,"EcoKing 5W",,,10500,20000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
17,"Alat Listrik ",,"Elbo Listrik",,,489,1000,1000,0,Ya,135,Ya,Tidak,0,,0,,1000,,,0,0
18,"Alat Listrik ",,"Elbow 4 power D",,,27535,39000,39000,0,Ya,8,Ya,Ya,0,,0,,39000,,,0,0
19,"Alat Listrik ",,"Ensel SSK 4 inc",,,6458,18000,18000,0,Ya,24,Ya,Ya,0,,1,SLR,18000,,,0,0
20,"Alat Listrik ",,"Fiting Gantung Hoshi",,,1750,5000,5000,0,Ya,11,Ya,Ya,0,,0,,5000,,,0,0
21,"Alat Listrik ",28505816,"Fiting Gantung Visalux",,,3000,6000,6000,0,Ya,1,Ya,Tidak,0,,0,,6000,,,0,0
22,"Alat Listrik ",55009198,"Fiting Kombinasi Tofuda",,,4764,10000,10000,0,Ya,19,Ya,Tidak,0,,0,,10000,,,0,0
23,"Alat Listrik ",28509166,"Fiting Plafon TFD KECIL",,,2850,6000,6000,0,Ya,0,Ya,Tidak,0,,0,,6000,,,0,0
24,"Alat Listrik ",45004864,"Fiting Plafon Tofuda BESAR",,,4500,10000,10000,0,Ya,0,Ya,Tidak,0,,0,,10000,,,0,0
25,"Alat Listrik ",47501287,"FITING PLAFON VISALUX",,,5750,10000,10000,0,Ya,46,Ya,Tidak,0,,0,,10000,,,0,0
26,"Alat Listrik ",,"GOROK AYAM",,,25000,45000,45000,0,Ya,1,Ya,Ya,0,,1,AYM,45000,,,0,0
27,"Alat Listrik ",,"GRINDA BOSCH",,,70000,95000,95000,0,Ya,1,Ya,Ya,0,,0,,95000,,,0,0
28,"Alat Listrik ",,Hannochs,,,10994,23000,23000,0,Ya,4,Ya,Ya,0,,1,6W,23000,,,0,0
29,"Alat Listrik ",,"Javotex 20w otomatis",,,34000,58000,58000,0,Ya,0,Ya,Ya,0,,0,,58000,,,0,0
30,"Alat Listrik ",19446921,"Kabel HSC BIRU 50 (ECER)",,,1833,4000,4000,0,Ya,26.5,Ya,Tidak,0,,0,,4000,,,0,0
31,"Alat Listrik ",27778668,"Kabel HSC HIJAU 80 (ECER)",,,2611,5000,5000,0,Ya,90,Ya,Tidak,0,,0,,5000,,,0,0
32,"Alat Listrik ",13887027,"Kabel HSC MERAH 30 (ECER) ",,,1389,3000,3000,0,Ya,60,Ya,Tidak,0,,0,,3000,,,0,0
33,"Alat Listrik ",,"Kabel telpon 500M",,,2400,3500,3500,0,Ya,490,Ya,Ya,1,@1M,0,,3500,,,0,0
34,"Alat Listrik ",,"Kabel TETRA putih 0,75",,,2200,5000,5000,0,Ya,224.5,Ya,Tidak,1,@Ecer,0,,5000,,,0,0
35,"Alat Listrik ",180003787,"Kawachi 11W",,,18000,25000,0,0,Ya,5,Ya,Tidak,0,,0,,0,,,0,0
36,"Alat Listrik ",180003751,"Kawachi 14W",,,18000,26000,0,0,Ya,5,Ya,Tidak,0,,0,,0,,,0,0
37,"Alat Listrik ",280008619,"Kawachi 25W",,,28000,37000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
38,"Alat Listrik ",360002687,"Kawachi 30W",,,36000,43000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
39,"Alat Listrik ",285006255,"Kawachi LED",,,28500,40000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
40,"Alat Listrik ",,"KLEEP GOPRO 3/4",,,7929,15000,15000,0,Ya,20,Ya,Ya,0,,0,,15000,,,0,0
41,"Alat Listrik ",45009702,"Klem Kabel No 10",,,4750,10000,10000,0,Ya,9,Ya,Tidak,0,,0,,10000,,,0,0
42,"Alat Listrik ",450016,"Klem Kabel No 12",,,5750,12000,12000,0,Ya,7,Ya,Tidak,0,,0,,12000,,,0,0
43,"Alat Listrik ",,"KLEM KABEL NO 6",,,3000,6000,6000,0,Ya,43,Ya,Ya,0,,0,,6000,,,0,0
44,"Alat Listrik ",2250185,"Klem Kabel No 7",,,2250,7000,7000,0,Ya,26,Ya,Tidak,0,,0,,7000,,,0,0
45,"Alat Listrik ",22508828,"Klem Kabel No 8",,,2250,8000,0,0,Ya,8,Ya,Tidak,0,,0,,0,,,0,0
46,"Alat Listrik ",25009721,"Klem Kabel No 9",,,2500,9000,0,0,Ya,7,Ya,Tidak,0,,0,,0,,,0,0
47,"Alat Listrik ",52503408,"Klem Pipa Listrik",,,5671,10000,10000,0,Ya,54,Ya,Tidak,0,,0,,10000,,,0,0
48,"Alat Listrik ",,"Klem pipa listrik ECER",,,250,1000,1000,0,Tidak,,Ya,Ya,0,,0,,1000,,,0,0
49,"Alat Listrik ",,"Kotak MCB 1L",,,1964,5000,5000,0,Ya,1,Ya,Ya,0,,0,,5000,,,0,0
50,"Alat Listrik ",,"Kotak MCB 2L",,,2812,6000,6000,0,Ya,2,Ya,Ya,0,,0,,6000,,,0,0
51,"Alat Listrik ",,"Kunci JPT @Besar",,,80500,140000,140000,0,Ya,0,Ya,Ya,0,,1,O,140000,,,0,0
52,"Alat Listrik ",180006532,"MCB Shukaku C10",,,20000,30000,30000,0,Ya,0,Ya,Tidak,0,,1,SKK,30000,,,0,0
53,"Alat Listrik ",180001334,"MCB Shukaku C2",,,18000,30000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
54,"Alat Listrik ",,"MCB Shukaku C20 ",,,22357,35000,35000,0,Ya,5,Ya,Ya,0,,0,,35000,,,0,0
55,"Alat Listrik ",180002856,"MCB Shukaku C4",,,22242,35000,35000,0,Ya,0,Ya,Tidak,0,,0,,35000,,,0,0
56,"Alat Listrik ",18000726,"MCB Shukaku C6",,,22000,30000,30000,0,Ya,6,Ya,Tidak,0,,0,,30000,,,0,0
57,"Alat Listrik ",,"Mcb Visalux C10",,,15500,28000,28000,0,Ya,0,Ya,Ya,0,,0,,28000,,,0,0
58,"Alat Listrik ",30000767,"Mersi LED",,,30000,45000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
59,"Alat Listrik ",,"METERAN KOKON 5M",,,16250,30000,30000,0,Ya,0,Ya,Ya,0,,0,,30000,,,0,0
60,"Alat Listrik ",636508094,"NJA Bintang 1,5 (50 Yrd)--Meter",,,1414,3000,3000,0,Tidak,,Ya,Tidak,0,,0,,3000,,,0,0
61,"Alat Listrik ",2128007543,"NJA Bintang 2,5 (100 Yrd)--Meter",,,2763,4500,4500,0,Tidak,,Ya,Tidak,0,,0,,4500,,,0,0
62,"Alat Listrik ",1220003964,"NJA Extrana Asli 1,5 ",,"Modal Rp 145.000",3632,5000,5000,0,Ya,540.5,Ya,Tidak,1,ECER,0,ROLL,5000,,,0,0
63,"Alat Listrik ",1870004395,"NJA Extrana Asli 2,5 ",,"Modal baru Rp 205.000",4936,7000,7000,0,Ya,355.75,Ya,Tidak,1,@Ecer,0,@Ecer,7000,,,0,0
64,"Alat Listrik ",,"NJA PIOLINE 1,5",,,2778,4000,4000,0,Ya,45,Ya,Ya,1,"1 MTR",0,,4000,,,0,0
65,"Alat Listrik ",,"NJA PIOLINE 2,5",,,3667,5000,5000,0,Ya,90,Ya,Ya,1,"1 MTR",0,,5000,,,0,0
66,"Alat Listrik ",,"NJM DYMA 2 x 1,5",,,5840,8000,8000,0,Ya,129.5,Ya,Ya,1,@Ecer,0,,8000,,,0,0
67,"Alat Listrik ",2800008776,"NJM Extrana Putih Asli 0,75",,"modal asli Rp 310.000/roll",7252,9500,9500,0,Ya,81,Ya,Tidak,1,@Ecer,0,Roll,9500,,,0,0
68,"Alat Listrik ",3900003432,"NJM Extrana Putih Asli 1,5",,"modal asli Rp 430.000/roll",8512,13500,13500,0,Ya,12.2,Ya,Tidak,1,@Ecer,0,Roll,13500,,,0,0
69,"Alat Listrik ",5150008207,"NJM Extrana Putih Asli 2,5",,"modal asli Rp 625.000/roll",515000,855000,855000,0,Ya,1,Ya,Tidak,0,,1,Roll,855000,,,0,0
70,"Alat Listrik ",,"NJM Powerlindo 1,5 Putih (Meter)",,,4800,7500,7500,0,Ya,17,Ya,Ya,0,,0,,7500,,,0,0
71,"Alat Listrik ",360007518,"Philips 23W",,,36000,40000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
72,"Alat Listrik ",200007591,"Philips 5W",,,20000,25000,25000,0,Ya,0,Ya,Tidak,0,,0,,25000,,,0,0
73,"Alat Listrik ",195009226,"Philips Esensial 11W",,,19500,26000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
74,"Alat Listrik ",20000977,"Philips Esensial 5W",,,20000,25000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
75,"Alat Listrik ",125001827,"Saklar 1 tik Besar Visalux",,,13000,19000,19000,0,Ya,18,Ya,Tidak,0,,0,,19000,,,0,0
76,"Alat Listrik ",,"SAKLAR 1 TIK BROCO",,,11500,18000,18000,0,Ya,10,Ya,Ya,0,,0,,18000,,,0,0
77,"Alat Listrik ",122507379,"Saklar 1 tik Kecil Visalux",,,8500,15000,15000,0,Ya,9,Ya,Tidak,0,,0,,15000,,,0,0
78,"Alat Listrik ",,"Saklar 1 tik PANASONIC",,,14000,20000,20000,0,Tidak,,Ya,Ya,0,,0,,20000,,,0,0
79,"Alat Listrik ",85007555,"Saklar 1 tik Tofuda Besar",,,8937,15000,15000,0,Ya,1,Ya,Tidak,0,,0,,15000,,,0,0
80,"Alat Listrik ",85007206,"Saklar 1 tik Visalux Kuku",,,8500,15000,15000,0,Ya,10,Ya,Tidak,0,,0,,15000,,,0,0
81,"Alat Listrik ",165001956,"Saklar 2 tik Besar Visalux",,,17963,24000,24000,0,Ya,22,Ya,Tidak,0,,0,,24000,,,0,0
82,"Alat Listrik ",,"SAKLAR 2 TIK BROCO",,,15500,22000,22000,0,Ya,13,Ya,Ya,0,,0,,22000,,,0,0
83,"Alat Listrik ",162506775,"Saklar 2 tik Kecil Visalux",,,12000,18000,18000,0,Ya,19,Ya,Tidak,0,,0,,18000,,,0,0
84,"Alat Listrik ",,"Saklar 2 tik PANASONIC",,,22500,29000,29000,0,Tidak,,Ya,Ya,0,,0,,29000,,,0,0
85,"Alat Listrik ",105006124,"Saklar 2 tik Tofuda Besar",,,10500,18000,18000,0,Ya,15,Ya,Tidak,0,,0,,18000,,,0,0
86,"Alat Listrik ",102503453,"Saklar 2 tik Visalux Kuku",,,10750,18000,18000,0,Ya,5,Ya,Tidak,0,,0,,18000,,,0,0
87,"Alat Listrik ",212508571,"Saklar 3 Tik Besar Visalux",,,22000,28000,28000,0,Ya,10,Ya,Tidak,0,,0,,28000,,,0,0
88,"Alat Listrik ",162506324,"Saklar 3 Tik Kecil Visalux",,,16250,23000,23000,0,Ya,3,Ya,Tidak,0,,0,,23000,,,0,0
89,"Alat Listrik ",,"Saklar 3 tik tofuda",,,13000,23000,23000,0,Ya,8,Ya,Ya,0,,0,,23000,,,0,0
90,"Alat Listrik ",30001947,"Saklar Airam",,,3000,7000,0,0,Ya,9,Ya,Tidak,0,,0,,0,,,0,0
91,"Alat Listrik ",60006381,"Saklar TAHU 1 tik Visalux",,,5750,12000,12000,0,Ya,8,Ya,Tidak,0,,0,,12000,,,0,0
92,"Alat Listrik ",85007902,"Saklar TAHU 2 tik Visalux",,,7500,15000,15000,0,Ya,3,Ya,Tidak,0,,0,,15000,,,0,0
93,"Alat Listrik ",,"Sate TES",,,41810,60000,60000,0,Ya,37,Ya,Ya,0,,0,,60000,,,0,0
94,"Alat Listrik ",,"Silasi BERRY",,,5500,10000,10000,0,Ya,0,Ya,Ya,0,,0,,10000,,,0,0
95,"Alat Listrik ",17507704,"SILASI BIASA",,,2600,5000,5000,0,Ya,6,Ya,Tidak,0,,0,,5000,,,0,0
96,"Alat Listrik ",,"SILASI HC",,,5000,10000,10000,0,Ya,1,Ya,Ya,0,,0,,10000,,,0,0
97,"Alat Listrik ",75006315,"Silasi NITO",,,7500,11000,11000,0,Ya,1,Ya,Tidak,0,,0,,11000,,,0,0
98,"Alat Listrik ",40008284,"Steker Bulat Hoshi",,,4000,8000,8000,0,Ya,0,Tidak,Tidak,0,,0,,8000,,,0,0
99,"Alat Listrik ",50008158,"STEKER BULAT VISALUX",,,5000,10000,10000,0,Ya,24,Ya,Tidak,0,,0,,10000,,,0,0
100,"Alat Listrik ",55002712,"Steker Elbo",,,5500,13000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
101,"Alat Listrik ",,"STEKER ERKE BULAT",,,2500,7000,7000,0,Ya,23,Ya,Ya,0,,0,,7000,,,0,0
102,"Alat Listrik ",,"Steker Gepeng ERKE",,,1250,5000,5000,0,Ya,33,Ya,Ya,0,,0,,5000,,,0,0
103,"Alat Listrik ",30006975,"Steker Gepeng Visalux",,,3000,6000,6000,0,Ya,13,Ya,Tidak,0,,0,,6000,,,0,0
104,"Alat Listrik ",80003467,"Steker Stopkontak",,,6929,13000,13000,0,Ya,12,Ya,Tidak,0,,0,,13000,,,0,0
105,"Alat Listrik ",80009414,"STEKER TOMBOL VISALUX",,,8971,15000,15000,0,Ya,8,Ya,Tidak,0,,0,,15000,,,0,0
106,"Alat Listrik ",,"STOPKONTAK BROCO",,,14000,20000,20000,0,Ya,6,Ya,Ya,0,,0,,20000,,,0,0
107,"Alat Listrik ",95005622,"StopKontak Kuku Visalux",,,9500,17000,17000,0,Ya,15,Ya,Tidak,0,,0,,17000,,,0,0
108,"Alat Listrik ",13920949,"Stopkontak PANASONIC",,,14638,20000,0,0,Ya,14,Ya,Tidak,0,,0,,0,,,0,0
109,"Alat Listrik ",137507792,"Stopkontak Saklar Tofuda",,,13750,21000,21000,0,Ya,2,Ya,Tidak,0,,0,,21000,,,0,0
110,"Alat Listrik ",85009060,"Stopkontak TAHU Visalux",,,8500,15000,15000,0,Ya,8,Ya,Tidak,0,,0,,15000,,,0,0
111,"Alat Listrik ",105002203,"Stopkontak Tofuda",,,10914,17000,17000,0,Ya,10,Ya,Tidak,0,,0,,17000,,,0,0
112,"Alat Listrik ",105005701,"STOPKONTAK VISALUX @E",,,10750,18000,18000,0,Ya,25,Ya,Tidak,0,,0,,18000,,,0,0
113,"Alat Listrik ",125005835,"StopKontak VSLX seri DS",,,14500,22000,22000,0,Ya,9,Ya,Tidak,0,,0,,22000,,,0,0
114,"Alat Listrik ",150004623,"SUNSAFE 10W",,,15000,25000,25000,0,Ya,5,Ya,Tidak,0,,0,,25000,,,0,0
115,"Alat Listrik ",19000779,"SUNSAFE 15W",,,19000,30000,30000,0,Ya,5,Ya,Tidak,0,,0,,30000,,,0,0
116,"Alat Listrik ",220007451,"SUNSAFE 20W",,,22000,35000,35000,0,Ya,3,Ya,Tidak,0,,0,,35000,,,0,0
117,"Alat Listrik ",320005719,"SUNSAFE 30W",,,32000,45000,45000,0,Ya,0,Ya,Tidak,0,,0,,45000,,,0,0
118,"Alat Listrik ",480003256,"SUNSAFE 40W",,,48000,65000,65000,0,Ya,2,Ya,Tidak,0,,0,,65000,,,0,0
119,"Alat Listrik ",580005654,"SUNSAFE 50W",,,58000,75000,0,0,Ya,1,Ya,Tidak,0,,0,,0,,,0,0
120,"Alat Listrik ",90003153,"SUNSAFE 5W",,,9000,20000,20000,0,Ya,0,Ya,Tidak,0,,0,,20000,,,0,0
121,"Alat Listrik ",680009539,"SUNSAFE 60W",,,68000,85000,85000,0,Ya,0,Ya,Tidak,0,,0,,85000,,,0,0
122,"Alat Listrik ",,"TALI NO 10  @1M",,,1377,4000,4000,0,Tidak,,Ya,Ya,0,,0,,4000,,,0,0
123,"Alat Listrik ",,"TALI NO 6  @1M",,,461,2000,2000,0,Tidak,,Ya,Ya,0,,0,,2000,,,0,0
124,"Alat Listrik ",,"TALI NO 8  @1M",,,919,3000,3000,0,Tidak,,Ya,Ya,0,,0,,3000,,,0,0
125,"Alat Listrik ",,"Tedos Lisrik",,,1000,2000,2000,0,Ya,69,Ya,Tidak,0,,0,,2000,,,0,0
126,"Alat Listrik ",220004927,"TEE Kombinasi Visalux",,,12500,20000,20000,0,Ya,10,Ya,Tidak,0,,0,,20000,,,0,0
127,"Alat Listrik ",17506759,"Tekong Dalam",,,1750,4000,4000,0,Ya,78,Ya,Tidak,0,,0,,4000,,,0,0
128,"Alat Listrik ",18882484,"Tekong Luar",,,2429,5000,5000,0,Ya,73,Ya,Tidak,0,,0,,5000,,,0,0
129,"Alat Listrik ",18503404,"Tekong Panasonic Hitam",,,1850,5000,5000,0,Ya,8,Ya,Tidak,0,,0,,5000,,,0,0
130,"Alat Listrik ",92006101,"Tekong Panasonic Putih",,,9200,14000,0,0,Ya,16,Ya,Tidak,0,,0,,0,,,0,0
131,"Alat Listrik ",,"TEPUNG KRAMIK AVIAN",,,10684,17000,17000,0,Ya,18,Ya,Ya,0,,1,"PUTIH 03",17000,,,0,0
132,"Alat Listrik ",65004095,"Terminal 1L TFD Kuningan",,,6500,10000,10000,0,Ya,1,Ya,Tidak,0,,0,,10000,,,0,0
133,"Alat Listrik ",70008009,"Terminal 1L Uticon",,,6000,12000,12000,0,Ya,11,Ya,Tidak,0,,0,,12000,,,0,0
134,"Alat Listrik ",,"TERMINAL 2L PIOLINE",,,6250,15000,15000,0,Ya,15,Ya,Ya,0,,0,,15000,,,0,0
135,"Alat Listrik ",80007756,"Terminal 2L TFD Kuningan",,,7500,15000,15000,0,Ya,3,Ya,Tidak,0,,0,,15000,,,0,0
136,"Alat Listrik ",,"TERMINAL 2L UTICON",,,9250,16000,16000,0,Ya,3,Ya,Ya,0,,0,,16000,,,0,0
137,"Alat Listrik ",,"TERMINAL 3L PIOLINE",,,7750,18000,18000,0,Ya,16,Ya,Ya,0,,0,,18000,,,0,0
138,"Alat Listrik ",105001720,"Terminal 3L TFD Kuningan",,,10000,18000,18000,0,Ya,0,Ya,Tidak,0,,0,,18000,,,0,0
139,"Alat Listrik ",,"TERMINAL 3L UTICON",,,13000,20000,20000,0,Ya,2,Ya,Ya,0,,0,,20000,,,0,0
140,"Alat Listrik ",100001566,"Terminal 3L Uticon GEPENG",,,10000,18000,0,0,Ya,0,Ya,Tidak,0,,0,,0,,,0,0
141,"Alat Listrik ",,"TERMINAL 4L PIOLINE",,,8750,20000,20000,0,Ya,13,Ya,Ya,0,,0,,20000,,,0,0
142,"Alat Listrik ",135001630,"Terminal 4L TFD Kuningan",,,13900,21000,21000,0,Ya,1,Ya,Tidak,0,,0,,21000,,,0,0
143,"Alat Listrik ",170008507,"TERMINAL 4L UTICON",,,17000,24000,24000,0,Ya,0,Ya,Tidak,0,,0,,24000,,,0,0
144,"Alat Listrik ",110004259,"Terminal 4L Uticon GEPENG",,,11000,18000,0,0,Ya,7,Ya,Tidak,0,,0,,0,,,0,0
145,"Alat Listrik ",,"TERMINAL 5L PIOLINE",,,9750,22000,22000,0,Ya,4,Ya,Ya,0,,0,,22000,,,0,0
146,"Alat Listrik ",165009915,"Terminal 5L TFD Kuningan",,,16167,25000,25000,0,Ya,0,Ya,Tidak,0,,0,,25000,,,0,0
147,"Alat Listrik ",200003417,"TERMINAL 5L UTICON",,,20500,28000,28000,0,Ya,4,Ya,Tidak,0,,0,,28000,,,0,0
148,"Alat Listrik ",130009360,"Terminal 5L Uticon GEPENG",,,13000,20000,0,0,Ya,8,Ya,Tidak,0,,0,,0,,,0,0
149,"Alat Listrik ",,"TESPEN PLUS MINUS TFD",,,9500,15000,15000,0,Ya,9,Ya,Ya,0,,0,,15000,,,0,0
150,"Alat Listrik ",,"TESPEN PLUS MINUS VISALIX",,,8000,15000,15000,0,Ya,20,Ya,Ya,0,,0,,15000,,,0,0
151,"Alat Listrik ",,"Tespen Tofuda",,,4000,13000,13000,0,Ya,4,Tidak,Ya,0,,0,,13000,,,0,0
152,"Alat Listrik ",70004427,"Tespen Visalux Kecil",,,5250,10000,10000,0,Ya,23,Ya,Tidak,0,,0,,10000,,,0,0
153,"Alat Listrik ",,"Watermur 1/2 HPP",,,4250,10000,10000,0,Ya,16,Ya,Ya,0,,0,,10000,,,0,0
154,"Alat Pertukangan",,"Amplas ATLAS 150",,,787,5000,5000,0,Ya,11,Ya,Ya,0,,0,,5000,,,0,0
155,"Alat Pertukangan",,"Amplas ATLAS 240",,,787,5000,5000,0,Ya,37,Ya,Ya,0,,0,,5000,,,0,0
156,"Alat Pertukangan",,"Amplas ATLAS 360",,,787,5000,5000,0,Ya,40,Ya,Ya,0,,0,,5000,,,0,0
157,"Alat Pertukangan",,"Amplas ATLAS 400",,,787,5000,5000,0,Ya,71,Ya,Ya,0,,0,,5000,,,0,0
158,"Alat Pertukangan",33688631,"Amplas Lembaran HC ",,,3368,6000,6000,0,Ya,6,Ya,Tidak,0,,1,240,6000,,,0,0
159,"Alat Pertukangan",,"Amplas NIKEN 1000",,,6250,9000,9000,0,Ya,6,Ya,Ya,0,,0,,9000,,,0,0
160,"Alat Pertukangan",,"Amplas NIKEN 400",,,4750,8000,8000,0,Ya,6,Ya,Ya,0,,0,,8000,,,0,0
161,"Alat Pertukangan",6250407,"Amplas Roll ENV no 180",,,5118,12000,12000,0,Tidak,,Ya,Tidak,0,,1,@1M,12000,,,0,0
162,"Alat Pertukangan",62507713,"Amplas Roll ENV no 80",,,5118,12000,12000,0,Tidak,,Ya,Tidak,0,,1,@1M,12000,,,0,0
163,"Alat Pertukangan",,"AMPLAS ROLL HC ECO NO 100",,,4273,12000,12000,0,Ya,25,Ya,Ya,1,"1 MTR",0,,12000,,,0,0
164,"Alat Pertukangan",62504005,"AMPLAS ROLL HC ECO NO 120",,,3496,12000,12000,0,Ya,23.75,Ya,Tidak,1,"1 MTR",0,@1M,12000,,,0,0
165,"Alat Pertukangan",,"AMPLAS ROLL HC ECO NO 150",,,4273,12000,12000,0,Ya,48,Ya,Ya,1,"1 MTR",0,,12000,,,0,0
166,"Alat Pertukangan",,"AMPLAS ROLL HC ECO NO 180",,,3496,12000,12000,0,Ya,25,Ya,Ya,1,"1 MTR",0,,12000,,,0,0
167,"Alat Pertukangan",,"AMPLAS ROLL HC ECO NO 240",,,3885,12000,12000,0,Ya,44,Ya,Ya,1,"1 MTR",0,,12000,,,0,0
168,"Alat Pertukangan",,"AMPLAS ROLL HC ECO NO 320",,,3496,12000,12000,0,Ya,25,Ya,Ya,1,"@1 MTR",0,,12000,,,0,0
169,"Alat Pertukangan",,"AMPLAS ROLL HC ECO NO 360",,,3496,12000,12000,0,Ya,25,Ya,Ya,1,"@1 MTR",0,,12000,,,0,0
170,"Alat Pertukangan",,"AMPLAS ROLL HC ECO NO 400",,,3496,12000,12000,0,Ya,20.25,Ya,Ya,1,"@1 MTR",0,,12000,,,0,0
171,"Alat Pertukangan",,"AMPLAS ROLL HC NO 400",,,4000,12000,12000,0,Ya,25,Ya,Ya,1,1M,0,,12000,,,0,0
172,"Alat Pertukangan",,"AMPLAS ROLL NIPPON NO 100",,,3951,12000,12000,0,Ya,10.5,Ya,Ya,1,@1M,0,,12000,,,0,0
173,"Alat Pertukangan",62504162,"Amplas Roll no 150",,Indaco,3310,12000,12000,0,Tidak,,Tidak,Tidak,0,,1,@1M,12000,,,0,0
174,"Alat Pertukangan",,"Amplas Roll no 60",,,5118,12000,12000,0,Ya,18,Ya,Ya,1,"1 M",0,@1M,12000,,,0,0
175,"Alat Pertukangan",,"Amplas roll PKU no 150",,,3317,12000,12000,0,Tidak,,Tidak,Ya,1,@1M,0,,12000,,,0,0
176,"Alat Pertukangan",,"Amplas roll PKU no 180",,,3317,12000,12000,0,Ya,49.25,Ya,Ya,1,@1M,0,,12000,,,0,0
177,"Alat Pertukangan",62501750,"Amplas Roll PKU no 240",,,3317,12000,12000,0,Tidak,,Tidak,Tidak,0,,1,@1M,12000,,,0,0
178,"Alat Pertukangan",,"Amplas roll PKU no 320",,,3317,12000,12000,0,Ya,65.25,Ya,Ya,1,@1M,0,,12000,,,0,0
179,"Alat Pertukangan",,"Amplas roll PKU no 80",,,3317,12000,12000,0,Ya,47.75,Tidak,Ya,1,@1M,0,,12000,,,0,0
180,"Alat Pertukangan",,"Amplas Roll TAIYO ",,,11380,15500,15500,0,Ya,42,Ya,Ya,0,,1,"100 @1M",15500,,,0,0
181,"Alat Pertukangan",31505419,"APLUS 3 IN 1",,,2997,5000,5000,0,Ya,478,Ya,Tidak,1,"1 KG",0,,5000,,,0,0
182,"Alat Pertukangan",,"Arik 2 Mata",,,1069,5000,5000,0,Ya,40,Ya,Ya,0,,0,,5000,,,0,0
183,"Alat Pertukangan",20007868,"Arik 2 Mata orange",,,2000,5000,5000,0,Ya,0,Tidak,Tidak,0,,0,,5000,,,0,0
184,"Alat Pertukangan",12500716,"Arik SANFLEX Asli",,,13292,22000,22000,0,Ya,16,Ya,Tidak,0,,0,,22000,,,0,0
185,"Alat Pertukangan",7833459,"Bak Cat",,,7292,18000,18000,0,Ya,6,Ya,Tidak,0,,0,,18000,,,0,0
186,"Alat Pertukangan",,"BALIANG TEBAL",,,67500,85000,85000,0,Ya,1,Ya,Ya,0,,0,,85000,,,0,0
187,"Alat Pertukangan",340006971,"Ban Grobak Swallow",,,34500,46000,46000,0,Ya,12,Ya,Tidak,0,,0,,46000,,,0,0
188,"Alat Pertukangan",1210009998,"Ban Komplit Artco",,,123667,145000,0,0,Ya,2,Ya,Tidak,0,,0,,0,,,0,0
